match_id,commence_time,team,opponent,win,draw,loss,team_g,opponent_g,total_goals
d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:01:00Z,Curaçao,Germany,0,0,1,1,7,8
d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:01:00Z,Germany,Curaçao,1,0,0,7,1,8
32ec06abda2398ac41501c86eb9aa376,2026-06-14T20:00:00Z,Japan,Netherlands,0,1,0,2,2,4
32ec06abda2398ac41501c86eb9aa376,2026-06-14T20:00:00Z,Netherlands,Japan,0,1,0,2,2,4
05752bb341e197001387b64f3a06b9b2,2026-06-14T23:03:00Z,Ecuador,Ivory Coast,0,0,1,0,1,1
05752bb341e197001387b64f3a06b9b2,2026-06-14T23:03:00Z,Ivory Coast,Ecuador,1,0,0,1,0,1
b55f9569de3f4d731bc5537ff5ff43e4,2026-06-15T02:00:00Z,Sweden,Tunisia,1,0,0,5,1,6
b55f9569de3f4d731bc5537ff5ff43e4,2026-06-15T02:00:00Z,Tunisia,Sweden,0,0,1,1,5,6
c54f00b11925751d2b62988775c6c239,2026-06-15T16:01:00Z,Cape Verde,Spain,0,1,0,0,0,0
c54f00b11925751d2b62988775c6c239,2026-06-15T16:01:00Z,Spain,Cape Verde,0,1,0,0,0,0
fbfb95c62003fd6d828b309f96ee1f9b,2026-06-15T19:00:00Z,Belgium,Egypt,0,1,0,1,1,2
fbfb95c62003fd6d828b309f96ee1f9b,2026-06-15T19:00:00Z,Egypt,Belgium,0,1,0,1,1,2
64b91c5f2db61c7358a4f05459e83c52,2026-06-15T22:03:00Z,Saudi Arabia,Uruguay,0,1,0,1,1,2
64b91c5f2db61c7358a4f05459e83c52,2026-06-15T22:03:00Z,Uruguay,Saudi Arabia,0,1,0,1,1,2
ec51b9c44ad5e34552f3ab53f7262813,2026-06-16T01:03:00Z,Iran,New Zealand,0,1,0,2,2,4
ec51b9c44ad5e34552f3ab53f7262813,2026-06-16T01:03:00Z,New Zealand,Iran,0,1,0,2,2,4
73a4fcd14cc9766b9b9bfd50b8ca153a,2026-06-16T19:02:00Z,France,Senegal,1,0,0,3,1,4
73a4fcd14cc9766b9b9bfd50b8ca153a,2026-06-16T19:02:00Z,Senegal,France,0,0,1,1,3,4
4d4f2b9b78182b557d4fbf8dcf4f4af2,2026-06-16T22:00:00Z,Iraq,Norway,0,0,1,1,4,5
4d4f2b9b78182b557d4fbf8dcf4f4af2,2026-06-16T22:00:00Z,Norway,Iraq,1,0,0,4,1,5
f31b2ee9e1cc6f7e641467f8237eaa21,2026-06-17T01:02:00Z,Algeria,Argentina,0,0,1,0,3,3
f31b2ee9e1cc6f7e641467f8237eaa21,2026-06-17T01:02:00Z,Argentina,Algeria,1,0,0,3,0,3
25161cf6cf0cd9be17ae2e7e224a1f45,2026-06-17T04:02:00Z,Austria,Jordan,1,0,0,3,1,4
25161cf6cf0cd9be17ae2e7e224a1f45,2026-06-17T04:02:00Z,Jordan,Austria,0,0,1,1,3,4
6cc871c121a1869b4612d3fb22fa9d55,2026-06-17T17:01:00Z,DR Congo,Portugal,0,1,0,1,1,2
6cc871c121a1869b4612d3fb22fa9d55,2026-06-17T17:01:00Z,Portugal,DR Congo,0,1,0,1,1,2
689096c8cd7e2753b9fec95321943c5d,2026-06-17T20:00:00Z,Croatia,England,0,0,1,2,4,6
689096c8cd7e2753b9fec95321943c5d,2026-06-17T20:00:00Z,England,Croatia,1,0,0,4,2,6
87afdb85c977b451e1c00f5e3e632601,2026-06-17T23:00:00Z,Ghana,Panama,1,0,0,1,0,1
87afdb85c977b451e1c00f5e3e632601,2026-06-17T23:00:00Z,Panama,Ghana,0,0,1,0,1,1
22083e7a8e5362c711bc05c1e1319a1f,2026-06-18T02:00:00Z,Colombia,Uzbekistan,1,0,0,3,1,4
22083e7a8e5362c711bc05c1e1319a1f,2026-06-18T02:00:00Z,Uzbekistan,Colombia,0,0,1,1,3,4
66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,0,1,0,1,1,2
66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,South Africa,Czechia,0,1,0,1,1,2
289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Bosnia & Herzegovina,Switzerland,0,0,1,1,4,5
289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia & Herzegovina,1,0,0,4,1,5
fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,1,0,0,6,0,6
fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Qatar,Canada,0,0,1,0,6,6
0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,1,0,0,1,0,1
0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,South Korea,Mexico,0,0,1,0,1,1
065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,Australia,USA,0,0,1,0,2,2
065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,1,0,0,2,0,2
4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Morocco,Scotland,1,0,0,1,0,1
4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,0,0,1,0,1,1
ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:32:00Z,Brazil,Haiti,1,0,0,3,0,3
ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:32:00Z,Haiti,Brazil,0,0,1,0,3,3
f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Paraguay,Türkiye,1,0,0,1,0,1
f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,0,0,1,0,1,1
4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,1,0,0,5,1,6
4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Sweden,Netherlands,0,0,1,1,5,6
f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Ivory Coast,1,0,0,2,1,3
f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Ivory Coast,Germany,0,0,1,1,2,3
681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Curaçao,Ecuador,0,1,0,0,0,0
681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,0,1,0,0,0,0
dfc5202cf1b8ae002cf952cd04f235b9,2026-06-21T04:00:00Z,Japan,Tunisia,1,0,0,4,0,4
dfc5202cf1b8ae002cf952cd04f235b9,2026-06-21T04:00:00Z,Tunisia,Japan,0,0,1,0,4,4
73529a242e319a86bf3d00ddb4accc37,2026-06-21T16:00:00Z,Saudi Arabia,Spain,0,0,1,0,4,4
73529a242e319a86bf3d00ddb4accc37,2026-06-21T16:00:00Z,Spain,Saudi Arabia,1,0,0,4,0,4
5f92f257386ec5bf7c6e2498a21f3a61,2026-06-21T19:00:00Z,Belgium,Iran,0,1,0,0,0,0
5f92f257386ec5bf7c6e2498a21f3a61,2026-06-21T19:00:00Z,Iran,Belgium,0,1,0,0,0,0
852a3abe6d46820720febc0fedebff9a,2026-06-21T22:00:00Z,Cape Verde,Uruguay,0,1,0,2,2,4
852a3abe6d46820720febc0fedebff9a,2026-06-21T22:00:00Z,Uruguay,Cape Verde,0,1,0,2,2,4
c1ec9a65f4b4cf74477b368a7d6282de,2026-06-22T01:00:00Z,Egypt,New Zealand,1,0,0,3,1,4
c1ec9a65f4b4cf74477b368a7d6282de,2026-06-22T01:00:00Z,New Zealand,Egypt,0,0,1,1,3,4
be6c63f416c67bca1300a98f5b89c3af,2026-06-22T17:00:00Z,Argentina,Austria,1,0,0,2,0,2
be6c63f416c67bca1300a98f5b89c3af,2026-06-22T17:00:00Z,Austria,Argentina,0,0,1,0,2,2
7ad7a0ce2ef2618bb59b066da5642f70,2026-06-22T21:00:00Z,France,Iraq,1,0,0,3,0,3
7ad7a0ce2ef2618bb59b066da5642f70,2026-06-22T21:00:00Z,Iraq,France,0,0,1,0,3,3
3f48473742ca0fd2a85930554720c75e,2026-06-23T00:00:00Z,Norway,Senegal,1,0,0,3,2,5
3f48473742ca0fd2a85930554720c75e,2026-06-23T00:00:00Z,Senegal,Norway,0,0,1,2,3,5
fd8533b650e655030f6a7946f8795db2,2026-06-23T03:00:00Z,Algeria,Jordan,1,0,0,2,1,3
fd8533b650e655030f6a7946f8795db2,2026-06-23T03:00:00Z,Jordan,Algeria,0,0,1,1,2,3
8ba93d190f1f934e33862a97a6353a6e,2026-06-23T17:00:00Z,Portugal,Uzbekistan,1,0,0,5,0,5
8ba93d190f1f934e33862a97a6353a6e,2026-06-23T17:00:00Z,Uzbekistan,Portugal,0,0,1,0,5,5
2f49dd8deae3079dc4eb2d634d18a99c,2026-06-23T20:00:00Z,England,Ghana,0,1,0,0,0,0
2f49dd8deae3079dc4eb2d634d18a99c,2026-06-23T20:00:00Z,Ghana,England,0,1,0,0,0,0
c1bc8c26480cd42b89a0de5329581314,2026-06-23T23:00:00Z,Croatia,Panama,1,0,0,1,0,1
c1bc8c26480cd42b89a0de5329581314,2026-06-23T23:00:00Z,Panama,Croatia,0,0,1,0,1,1
68bfc965eb267508e04d8e8d75c1a0ae,2026-06-24T02:00:00Z,Colombia,DR Congo,1,0,0,1,0,1
68bfc965eb267508e04d8e8d75c1a0ae,2026-06-24T02:00:00Z,DR Congo,Colombia,0,0,1,0,1,1
512ac18beb5aa936a59f7ea3e497ada2,2026-06-24T19:00:00Z,Bosnia & Herzegovina,Qatar,1,0,0,3,1,4
c9ef5822ee64fd5275f7c73251bb56c7,2026-06-24T19:00:00Z,Canada,Switzerland,0,0,1,1,2,3
512ac18beb5aa936a59f7ea3e497ada2,2026-06-24T19:00:00Z,Qatar,Bosnia & Herzegovina,0,0,1,1,3,4
c9ef5822ee64fd5275f7c73251bb56c7,2026-06-24T19:00:00Z,Switzerland,Canada,1,0,0,2,1,3
d1279ce7f33136a33e99ad442fc855e8,2026-06-24T22:00:00Z,Haiti,Morocco,0,0,1,2,4,6
d1279ce7f33136a33e99ad442fc855e8,2026-06-24T22:00:00Z,Morocco,Haiti,1,0,0,4,2,6
885ba95805db310a7bcc3fb1a7a6dd28,2026-06-24T22:01:00Z,Brazil,Scotland,1,0,0,3,0,3
885ba95805db310a7bcc3fb1a7a6dd28,2026-06-24T22:01:00Z,Scotland,Brazil,0,0,1,0,3,3
5993bd5196ca09f83990f0c3261e442e,2026-06-25T01:00:00Z,Czechia,Mexico,0,0,1,0,3,3
5993bd5196ca09f83990f0c3261e442e,2026-06-25T01:00:00Z,Mexico,Czechia,1,0,0,3,0,3
c0355dfc6e26ec327e379b6ef5824a5f,2026-06-25T01:00:00Z,South Africa,South Korea,1,0,0,1,0,1
c0355dfc6e26ec327e379b6ef5824a5f,2026-06-25T01:00:00Z,South Korea,South Africa,0,0,1,0,1,1
a5a0b544a984ab16e564264f3e859b43,2026-06-25T20:00:00Z,Curaçao,Ivory Coast,0,0,1,0,2,2
0ec28b84ec399bd4dffbe8d1bc72b3c4,2026-06-25T20:00:00Z,Ecuador,Germany,1,0,0,2,1,3
0ec28b84ec399bd4dffbe8d1bc72b3c4,2026-06-25T20:00:00Z,Germany,Ecuador,0,0,1,1,2,3
a5a0b544a984ab16e564264f3e859b43,2026-06-25T20:00:00Z,Ivory Coast,Curaçao,1,0,0,2,0,2
0ed0233bddc4eafc8507f86a9c17b998,2026-06-25T23:00:00Z,Japan,Sweden,0,1,0,1,1,2
f3c4657daa143a0c5bd62cb370d01ce4,2026-06-25T23:00:00Z,Netherlands,Tunisia,1,0,0,3,1,4
0ed0233bddc4eafc8507f86a9c17b998,2026-06-25T23:00:00Z,Sweden,Japan,0,1,0,1,1,2
f3c4657daa143a0c5bd62cb370d01ce4,2026-06-25T23:00:00Z,Tunisia,Netherlands,0,0,1,1,3,4
22f6ac06dfcc88a847920f62633e6459,2026-06-26T02:00:00Z,Australia,Paraguay,0,1,0,0,0,0
22f6ac06dfcc88a847920f62633e6459,2026-06-26T02:00:00Z,Paraguay,Australia,0,1,0,0,0,0
f41aeac9a8343a84b4950f15ea25fba2,2026-06-26T02:00:00Z,Türkiye,USA,1,0,0,3,2,5
f41aeac9a8343a84b4950f15ea25fba2,2026-06-26T02:00:00Z,USA,Türkiye,0,0,1,2,3,5
